날짜,WTI,Brent,Dubai
2015-05-08,59.39,65.39,62.96
2015-05-07,58.94,65.54,65.06
2015-05-06,60.93,67.77,64.79
2015-05-05,60.4,67.52,63.28
2015-05-04,58.93,66.45,63.03
2015-05-01,59.15,66.46,62.86
2015-04-30,58.865,66.15,62.69
2015-04-29,58.58,65.84,61.65
2015-04-28,57.06,64.64,61.62
2015-04-27,56.99,64.83,62
2015-04-24,57.15,65.28,61.43
2015-04-23,57.74,64.85,58.6
2015-04-22,56.16,62.73,58.03
2015-04-21,55.26,62.08,59.25
2015-04-20,56.38,63.45,59.34
2015-04-17,55.74,63.45,59.21
2015-04-16,56.71,63.98,58.66
2015-04-15,56.39,60.32,56.82
2015-04-14,53.29,58.43,56.32
2015-04-13,51.91,57.93,56.58
2015-04-10,51.64,57.87,54.28
2015-04-09,50.79,56.57,53.31
2015-04-08,50.42,55.55,55.92
2015-04-07,53.98,59.1,55.01
2015-04-06,52.14,58.12,53.95
2015-04-02,49.14,54.95,54.63
2015-04-01,50.09,57.1,52.83
2015-03-31,47.6,55.11,53.84
2015-03-30,48.68,56.29,53.95
2015-03-27,48.87,56.41,56.37
2015-03-26,51.43,59.19,53.99
2015-03-25,49.21,56.48,52.69
2015-03-24,47.51,55.11,53.4
2015-03-23,47.45,55.92,52.87
2015-03-20,45.72,55.32,52.06
2015-03-19,43.96,54.43,53.4
2015-03-18,44.66,55.91,51.24
2015-03-17,43.46,53.51,51.64
2015-03-16,43.88,53.44,52.75
2015-03-13,44.84,54.67,54.96
2015-03-12,47.05,57.08,55.4
2015-03-11,48.17,57.54,53.5
2015-03-10,48.29,56.39,55.48
2015-03-09,50,58.53,56.58
2015-03-06,49.61,59.73,57.26
2015-03-05,50.76,60.48,57.35
2015-03-04,51.53,60.55,57.8
2015-03-03,50.52,61.02,57.15
2015-03-02,49.59,59.54,59.58
2015-02-27,49.76,62.58,57.39
2015-02-26,48.17,60.05,58.42
2015-02-25,50.99,61.63,55.84
2015-02-24,49.28,58.66,56.06
2015-02-23,49.45,58.9,57.29
2015-02-20,50.34,60.22,57.96666667
2015-02-19,51.16,60.21,58.64333333
2015-02-18,52.14,60.53,59.32
2015-02-17,53.53,62.53,58.89
2015-02-16,53.155,61.4,58.83
2015-02-13,52.78,61.52,57.7
2015-02-12,51.21,57.05,54.75
2015-02-11,48.84,54.66,54.91
2015-02-10,50.02,56.43,55.83
2015-02-09,52.86,58.34,55.37
2015-02-06,51.69,57.8,54.23
2015-02-05,50.48,56.57,51.41
2015-02-04,48.45,54.16,54.72
2015-02-03,53.05,57.91,52.62
2015-02-02,49.57,54.75,48.81
2015-01-30,48.24,52.99,45.59
2015-01-29,44.53,49.13,44.63
2015-01-28,44.45,48.47,44.83
2015-01-27,46.23,49.6,43.63
2015-01-26,45.15,48.16,44.15
2015-01-23,45.59,48.79,44.42
2015-01-22,46.31,44.65,48.52
2015-01-21,47.78,49.03,44.75
2015-01-20,46.39,47.99,44.82
2015-01-19,47.54,48.84,46.04
2015-01-16,48.69,50.17,43.92
2015-01-15,46.25,47.67,44.48
2015-01-14,48.48,48.69,42.55
2015-01-13,45.89,46.59,43.3
2015-01-12,46.07,47.43,45.67
2015-01-09,48.36,50.11,47.41
2015-01-08,48.79,50.96,47.5
2015-01-07,48.65,51.15,46.6
2015-01-06,47.93,51.1,48.08
2015-01-05,50.04,53.11,50.98
2015-01-02,52.9,55.76,53.27
2014-12-31,53.22,56.21,53.6
2014-12-30,53.95,56.87,53.62
2014-12-29,53.65,57.84,55.87
2014-12-26,55.23,59.07,56.32
2014-12-24,55.78,59.46,57.22
2014-12-23,57.08,60.35,56.2
2014-12-22,55.14,59.37,58.09
2014-12-19,57.19,60.34,55.7
2014-12-18,54.46,59.09,56.42
2014-12-17,56.37,60.62,55.56
2014-12-16,55.94,60.14,56.5
2014-12-15,55.78,61.09,59.56
2014-12-12,57.83,61.79,60.51
2014-12-11,59.91,63.66,61.57
2014-12-10,61.02,63.76,63.76
2014-12-09,63.8,66.48,63.2
2014-12-08,63.14,66,65.62
2014-12-05,65.83,67.35,66.24
2014-12-04,66.73,69.1,66.95
2014-12-03,67.39,70.1,67.07
2014-12-02,66.98,70.86,69.02
2014-12-01,69.16,71.8,66.49
2014-11-28,70.7,70.97,69.09
2014-11-27,72.24,71.64,73.33
2014-11-26,73.78,77.67,75.71
2014-11-25,74.04,77.95,77.11
2014-11-24,75.87,79.57,77.54
2014-11-21,76.5,79.73,75.9
2014-11-20,75.7,78.34,74.18
2014-11-19,74.58,77.77,74.46
2014-11-18,74.54,77.94,75.08
2014-11-17,75.66,78.19,75.14
2014-11-14,75.95,78.14,74.01
2014-11-13,74.24,77.87,77.56
2014-11-12,77.04,80.42,78.55
2014-11-11,77.66,80.96,79.16
2014-11-10,77.44,82.5,80.08
2014-11-07,78.72,83.36,79.67
2014-11-06,78.04,82.53,79.8
2014-11-05,78.83,83.03,79.77
2014-11-04,77.21,82.57,81.65
2014-11-03,79.83,84.86,84.04
2014-10-31,80.71,85.13,84.27
2014-10-30,81.09,85.98,84.82
2014-10-29,82.24,87.02,84.14
2014-10-28,81.41,85.87,83.98
2014-10-27,80.92,85.59,84.19
2014-10-24,81.35,86.09,84.63
2014-10-23,82.24,86.4,83.25
2014-10-22,80.99,85.68,83.79
2014-10-21,83.13,85.8,84.33
2014-10-20,82.84,84.99,84.89
2014-10-17,82.98,85.68,83.85
2014-10-16,82.79,83.95,83.07
2014-10-15,81.69,84.06,84.23
2014-10-14,81.84,85.76,87.34
2014-10-13,85.73,88.42,88.25
2014-10-10,85.9,89.56,88.04
2014-10-09,85.49,90.28,89.23
2014-10-08,87.48,90.88,89.93
2014-10-07,88.82,91.38,90.88
2014-10-06,90.41,91.77,90.14
2014-10-03,89.73,91.53,91.12
2014-10-02,91.18,92.3,91.86
2014-10-01,90.77,94.44,93.52
2014-09-30,91.23,94.74,95.01
2014-09-29,94.63,96.56,94.9
2014-09-26,93.56,96.18,94.91
2014-09-25,93.38,96.24,94.92
2014-09-24,93.51,95.82,94.84
2014-09-23,92,95.96,94.92
2014-09-22,91.65,96.2,95.92
2014-09-19,92.51,97.57,95.42
2014-09-18,93.1,97.23,96.37
2014-09-17,94.35,98.41,96.46
2014-09-16,94.87,98.28,94.94
2014-09-15,92.6,96.56,95.19
2014-09-12,92.28,96.76,95.89
2014-09-11,92.91,97.26,95.81
2014-09-10,91.7,97.3,96.77
2014-09-09,92.78,98.85,97.56
2014-09-08,92.83,99.35,98.07
2014-09-05,93.43,100.27,99.03
2014-09-04,94.49,101.52,100.05
2014-09-03,95.52,101.9,97.74
2014-09-02,92.95,100.25,100.39
2014-09-01,94.46,102.17,100.94
2014-08-29,95.97,102.31,100.52
2014-08-28,94.61,101.74,100.68
2014-08-27,93.94,101.83,100.51
2014-08-26,93.89,101.87,100.49
2014-08-25,94.17,101.695,100.24
2014-08-22,94.74,101.52,100.52
2014-08-21,95.22,101.64,100.3
2014-08-20,96.19,101.28,100.45
2014-08-19,94.63,100.63,100.64
2014-08-18,96.5,100.16,102.12
2014-08-15,97.29,102.21,100.96
2014-08-14,95.57,101.23,103.02
2014-08-13,97.56,103.12,101.98
2014-08-12,97.38,102.38,103.25
2014-08-11,98.12,104.16,103.48
2014-08-08,97.68,104.22,103.85
2014-08-07,97.46,104.46,103
2014-08-06,97,104.13,102.87
2014-08-05,97.4,103.71,103.81
2014-08-04,98.51,104.52,103.15
2014-08-01,97.75,104,104.92
2014-07-31,98.09,105.23,105.23
2014-07-30,100.16,106.36,105.98
2014-07-29,100.95,107.14,105.84
2014-07-28,101.75,106.96,105.495
2014-07-25,104.01,107.51,105.15
2014-07-24,103.77,106.48,105.79
2014-07-23,105.1,107.45,105.33
2014-07-22,104.16,106.71,105.53
2014-07-21,104.78,106.52,105.17
2014-07-18,103.13,106.85,105.71
2014-07-17,103.15,106.91,104.96
2014-07-16,101.28,105.69,105.06
2014-07-15,99.91,104.57,104.49
2014-07-14,101.03,105.89,104.76
2014-07-11,100.8,106.04,106.03
2014-07-10,102.96,107.28,105.67
2014-07-09,102.31,107.73,106.11
2014-07-08,103.48,108.33,106.94
2014-07-07,103.55,109.65,107.15
2014-07-04,103.745,109.82,107.95
2014-07-03,103.94,110.01,107.72
2014-07-02,104.41,110.57,109.16
2014-07-01,105.34,111.38,109.18
2014-06-30,105.44,111.75,109.29
2014-06-27,105.71,112.67,109.68
2014-06-26,105.74,112.8,109.89
2014-06-25,106.88,113.37,110.05
2014-06-24,106.29,114.11,109.76
2014-06-23,106.49,113.68,111.23
2014-06-20,107.38,114.65,110.74
2014-06-19,106.51,115.17,110.46
2014-06-18,106.06,114.25,109.94
2014-06-17,106.32,113.7,108.76
2014-06-16,106.89,113.15,109.27
2014-06-13,106.77,113.11,109.51
2014-06-12,106.47,112.58,106.96
2014-06-11,104.43,109.85,105.37
2014-06-10,104.37,109.3,105.16
2014-06-09,104.47,110.18,105.14
2014-06-06,102.72,108.69,105.31
2014-06-05,102.51,108.55,104.28
2014-06-04,102.57,108.78,105.31
2014-06-03,102.72,108.81,104.85
2014-06-02,102.48,109.02,105.6
2014-05-30,102.71,109.23,106.28
2014-05-29,103.56,110.05,106.33
2014-05-28,102.75,109.6,106.59
2014-05-27,104.15,110.06,106.81
2014-05-26,104.405,110.345,106.66
2014-05-23,104.66,110.63,106.84
2014-05-22,104,110.82,106.94
2014-05-21,104.18,110.87,106.59
2014-05-20,102.62,110.03,106.12
2014-05-19,102.67,110.07,106.56
2014-05-16,102.01,110.48,105.07
2014-05-15,101.5,110.11,105.78
2014-05-14,102.25,110.02,105.67
2014-05-13,101.73,109.07,105.065
2014-05-12,100.66,108.32,104.46
2014-05-09,100,108.07,104.99
2014-05-08,100.19,108.19,104.09
2014-05-07,100.75,108.2,103.59
2014-05-06,99.6,107.76,103.91
2014-05-05,99.5,108.43,104.75
2014-05-02,99.76,109.1,104.39
2014-05-01,99.43,108.02,104.44
2014-04-30,99.75,108.26,104.49
2014-04-29,101.19,109.5,104.78
2014-04-28,100.93,108.76,106.02
2014-04-25,100.73,109.48,106.38
2014-04-24,102.05,110.04,105.74
2014-04-23,101.61,108.77,105.87
2014-04-22,102.05,108.88,106.31
2014-04-21,104.39,109.045,105.76
2014-04-17,104.34,109.21,105.84
2014-04-16,103.76,109.72,106.4
2014-04-15,103.67,108.89,105.36
2014-04-14,103.91,108.44,105.16
2014-04-11,103.65,107.4,104.13
2014-04-10,103.32,107.22,104.56
2014-04-09,103.53,107.69,104.09
2014-04-08,102.55,106.76,103.16
2014-04-07,100.57,105.46,102.36
2014-04-04,101.1,106.64,103.04
2014-04-03,100.29,105.49,101.29
2014-04-02,99.62,104,102.44
2014-04-01,99.67,105.68,104.11
2014-03-31,101.57,106.95,104.44
2014-03-28,101.47,107.36,104.58
2014-03-27,101.28,107.2,104.04
2014-03-26,100.26,106.51,104.29
2014-03-25,99.37,107.01,104.01
2014-03-24,99.79,106.79,103.66
2014-03-21,99.66,107.08,104.2
2014-03-20,99.32,106.07,103.47
2014-03-19,100.31,105.94,103.4
2014-03-18,99.7,106.83,103.46
2014-03-17,98.11,106.75,104.66
2014-03-14,98.99,108.34,103.96
2014-03-13,98.23,107.24,104.14
2014-03-12,98.08,107.98,103.79
2014-03-11,99.89,108.53,104.21
2014-03-10,101.18,108.29,104.26
2014-03-07,102.59,109.08,104.31
2014-03-06,101.67,108.08,103.94
2014-03-05,101.39,108.12,105.34
2014-03-04,103.29,109.25,106.06
2014-03-03,104.91,111.31,107.25
2014-02-28,102.56,108.93,105.39
2014-02-27,102.34,108.73,105.55
2014-02-26,102.62,109.45,105.65
2014-02-25,102.11,109.31,106.34
2014-02-24,102.97,110.19,106.26
2014-02-21,102.3,110.09,106.57
2014-02-20,102.99,109.83,106.52
2014-02-19,103.51,110.29,106.84
2014-02-18,102.55,110.22,106.73
2014-02-17,101.43,109.14,106.25
2014-02-14,100.31,108.81,105.08
2014-02-13,100.3,108.79,104.81
2014-02-12,100.33,108.84,105.19
2014-02-11,99.94,109.05,104.98
2014-02-10,100.16,109.49,105.13
2014-02-07,99.92,109.38,103.35
2014-02-06,97.83,107.63,102.58
2014-02-05,97.39,106.63,102.19
2014-02-04,97.33,106.54,101.98
2014-02-03,96.59,106.49,102.26
2014-01-31,97.45,107.27,103.015
2014-01-30,98.15,108.8,103.77
2014-01-29,97.3,108.37,103.78
2014-01-28,97.38,108.01,103.82
2014-01-27,95.85,107.75,104.29
2014-01-24,96.73,108.62,104.13
2014-01-23,97.39,108.83,104.63
2014-01-22,96.76,109.23,103.94
2014-01-21,95.04,108.23,103.73
2014-01-20,94.65,107.55,103.28
2014-01-17,94.26,107.48,102.81
2014-01-16,93.98,107.32,103.01
2014-01-15,94.26,107.68,102.61
2014-01-14,92.54,106.9,103.21
2014-01-13,91.72,107.61,103.51
2014-01-10,92.73,106.88,103.99
2014-01-09,91.95,106.85,104.06
2014-01-08,92.39,107.24,104.14
2014-01-07,93.74,107.15,104.11
2014-01-06,93.63,106.71,104.29
2014-01-03,94.06,106.72,105.22
2014-01-02,95.49,107.89,107.79
2013-12-31,98.55,110.55,107.88
2013-12-30,99.33,110.9,108.77
2013-12-27,100.24,112.29,108.86
2013-12-26,99.57,111.975,108.5
2013-12-24,99.02,111.66,108.47
2013-12-23,98.74,111.67,108.48
2013-12-20,99.06,111.98,107.09
2013-12-19,98.62,110.66,106.34
2013-12-18,97.79,109.75,105.65
2013-12-17,97.13,108.69,105.93
2013-12-16,97.5,110.44,106.13
2013-12-13,96.55,108.48,105.71
2013-12-12,97.46,108.82,106.94
2013-12-11,97.42,109.55,106.42
2013-12-10,98.47,109.17,106.53
2013-12-09,97.47,109.73,107.93
2013-12-06,97.63,111.67,108.17
2013-12-05,97.45,111.57,108.34
2013-12-04,97.12,112.62,108.95
2013-12-03,96.04,112.9,108.26
2013-12-02,93.92,111.59,107.34
2013-11-29,93.34333333,110.26,108.68
2013-11-28,92.76666667,111.05,108.78
2013-11-27,92.19,111.3,108.67
2013-11-26,93.76,111.5,108.56
2013-11-25,94.1,111.1,106.77
2013-11-22,94.67,111.22,107.44
2013-11-21,95.12,109.96,105.77
2013-11-20,93.62,108.2,105.14
2013-11-19,93.35,107.59,106.06
2013-11-18,93.06,108.61,106.09
2013-11-15,93.71,108.34,105.06
2013-11-14,93.78,108.4,104.47
2013-11-13,93.78,107,103.14
2013-11-12,93.02,106.02,103.46
2013-11-11,95.2,106.06,103.03
2013-11-08,94.51,104.67,102.43
2013-11-07,94.28,103.31,102.46
2013-11-06,94.79,105.36,104.62
2013-11-05,93.38,105.25,104.91
2013-11-04,94.62,105.68,103.99
2013-11-01,94.48,106.67,105.85
2013-10-31,96.31,108.14,106.5
2013-10-30,96.72,109.13,105.78
2013-10-29,98.21,108.54,105.93
2013-10-28,98.76,108.81,104.76
2013-10-25,97.71,106.36,104.47
2013-10-24,96.84,106.81,105.18
2013-10-23,96.57,107.77,106.15
2013-10-22,97.83,109.54,106.59
2013-10-21,99.25,109.62,105.3
2013-10-18,100.74,109.71,105.82
2013-10-17,100.67,109.29,106.74
2013-10-16,102.25,110.78,106.49
2013-10-15,101.14,110.07,107.025
2013-10-14,102.37,110.63,107.56
2013-10-11,101.93,110.95,107.08
2013-10-10,102.94,111.65,105.88
2013-10-09,101.47,109.06,105.82
2013-10-08,103.5,110.45,105.56
2013-10-07,103.09,109.85,104.3
2013-10-04,103.75,109.46,104.99
2013-10-03,103.15,109.18,104.85
2013-10-02,104.06,109.16,103.54
2013-10-01,101.94,107.7,103.41
2013-09-30,102.42,108.28,103.58
2013-09-27,102.82,108.92,105.11
2013-09-26,102.99,109.03,104.85
2013-09-25,102.77,108.96,105.36
2013-09-24,103.28,108.22,104.71
2013-09-23,103.68,108.46,105.74
2013-09-20,104.72,109.65,107.48
2013-09-19,106.26,109.8,108.8
2013-09-18,108.12,110.28,106.69
2013-09-17,105.36,109.15,107.91
2013-09-16,106.52,110.97,109.26
2013-09-13,108.2,112.89,109.51
2013-09-12,108.58,112.82,109.19
2013-09-11,107.58,111.97,108.62
2013-09-10,107.33,111.7,109.18
2013-09-09,109.38,114.63,110.76
2013-09-06,110.49,116.6,110.31
2013-09-05,108.36,115.4,110.14
2013-09-04,107.14,115.31,110.52
2013-09-03,108.53,115.63,109.81
2013-09-02,108.115,114.52,109.1
2013-08-30,107.7,114.67,111.78
2013-08-29,108.77,115.91,112.99
2013-08-28,109.98,116.33,111.65
2013-08-27,109.01,114.77,107.76
2013-08-26,106.02,113.005,108.18
2013-08-23,106.46,111.24,107.76
2013-08-22,105.08,110.21,107.61
2013-08-21,103.91,110.24,106.72
2013-08-20,105.06,110.61,106.38
2013-08-19,107.07,110.74,107.4
2013-08-16,107.45,111.23,106.67
2013-08-15,107.27,111.47,106.99
2013-08-14,106.85,110.42,105.46
2013-08-13,106.74,110.24,105.71
2013-08-12,106.21,109.13,103.95
2013-08-09,106.02,108.37,103.8966667
2013-08-08,103.46,107.08,103.8433333
2013-08-07,104.33,107.94,103.79
2013-08-06,105.37,108.54,104.46
2013-08-05,106.57,109.41,105.28
2013-08-02,106.85,109.33,105.86
2013-08-01,107.85,109.84,104.89
2013-07-31,105.07,107.75,104.29
2013-07-30,103.1,107.28,104.68
2013-07-29,104.6,107.98,104.38
2013-07-26,104.69,107.51,104.52
2013-07-25,105.55,107.98,104.51
2013-07-24,105.25,107.74,104.94
2013-07-23,107.24,108.91,104.83
2013-07-22,106.77,108.69,105.34
2013-07-19,108.18,108.77,105.39
2013-07-18,107.97,109.18,104.94
2013-07-17,106.46,109.18,103.89
2013-07-16,105.96,109.43,104.33
2013-07-15,106.38,109.33,104.15
2013-07-12,106.03,108.88,103.47
2013-07-11,104.79,107.98,104.11
2013-07-10,106.33,108.48,103.74
2013-07-09,103.67,107.87,103.3
2013-07-08,103.13,107.78,103.14
2013-07-05,103.15,107.5,101.95
2013-07-04,102.18,105.58,101.67
2013-07-03,101.21,105.97,101.25
2013-07-02,99.56,104.01,99.67
2013-07-01,98.02,103.2,99.22
2013-06-28,96.52,102.29,100.38
2013-06-27,96.99,102.87,98.82
2013-06-26,95.54,101.07,98.62
2013-06-25,95.24,101.42,98.83
2013-06-24,95.16,100.51,97.34
2013-06-21,93.83,100.6,99.79
2013-06-20,95.05,102.42,101.27
2013-06-19,98,105.81,103.09
2013-06-18,98.44,105.56,102.14
2013-06-17,97.85,105.64,103.28
2013-06-14,97.82,105.74,102.14
2013-06-13,96.66,103.8,99.94
2013-06-12,95.87,103.31,99.92
2013-06-11,95.4,102.24,100.27
2013-06-10,95.85,103.69,100.6
2013-06-07,96.09,104.28,100.4
2013-06-06,94.84,103.44,100.02
2013-06-05,93.74,103.34,100.14
2013-06-04,93.35,102.73,98.81
2013-06-03,93.46,101.89,97.64
2013-05-31,91.89,100.38,98.8
2013-05-30,93.63,101.99,99.14
2013-05-29,93.07,102.4,100.64
2013-05-28,95.03,104.07,100.38
2013-05-27,94.45,102.99,99.43
2013-05-24,93.87,101.91,99.055
2013-05-23,94.12,101.48,98.68
2013-05-22,94.08,102.42,100.39
2013-05-21,96.03,103.47,101.41
2013-05-20,96.76,104.7,101.56
2013-05-17,96,104.35,100.86
2013-05-16,95.09,104.07,100.08
2013-05-15,94.26,102.67,99.24
2013-05-14,94.17,102.63,100
2013-05-13,95.09,102.52,100.3
2013-05-10,95.98,102.57,101.43
2013-05-09,96.11,103.96,101.25
2013-05-08,96.55,104,101.69
2013-05-07,95.64,104.95,102.13
2013-05-06,96.03,104.69,101.96
2013-05-03,95.53,104.43,99.82
2013-05-02,93.95,101.56,97.87
2013-05-01,91.03,99.17,99.575
2013-04-30,93.36,101.92,101.28
2013-04-29,94.38,103.32,101.11
2013-04-26,92.92,102.77,101.07
2013-04-25,93.26,102.47,100.18
2013-04-24,91.29,101.13,99.59
2013-04-23,89.09,99.7,98.16
2013-04-22,88.94,99.99,98.31
2013-04-19,87.95,99.17,98.09
2013-04-18,88.01,98.59,96.71
2013-04-17,86.74,97.25,98.1
2013-04-16,88.66,98.9,97.81
2013-04-15,88.58,99.83,99.28
2013-04-12,91.22,101.9,101.64
2013-04-11,93.38,104.59,103.04
2013-04-10,94.54,105.21,103.73
2013-04-09,94.2,105.1,103.06
2013-04-08,93.37,103.88,103.13
2013-04-05,92.76,104.02,104.19
2013-04-04,93.21,105.74,105.14
2013-04-03,94.44,107.45,107.96
2013-04-02,97.08,110.1,108.41
2013-04-01,97.09,109.29,107.21
2013-03-28,97.13,108.69,107.07
2013-03-27,96.53,108.85,106.23
2013-03-26,96.32,108.14,105.15
2013-03-25,94.63,107.24,105.06
2013-03-22,93.53,106.93,104.13
2013-03-21,92.26,107.08,105.09
2013-03-20,93.04,107.9,104.78
2013-03-19,92.2,107.53,105.86
2013-03-18,93.81,109.06,105.04
2013-03-15,93.46,109.55,105.07
2013-03-14,92.99,108.68,104.57
2013-03-13,92.38,107.97,105.48
2013-03-12,92.54,109.65,105.49
2013-03-11,92.02,109.59,106.44
2013-03-08,91.87,109.89,106.56
2013-03-07,91.56,111.15,106.21
2013-03-06,90.43,111.06,106.84
2013-03-05,90.82,111.61,105.66
2013-03-04,90.12,110.09,104.81
2013-03-01,90.79,110.29,105.63
2013-02-28,91.93,111.7,106.76
2013-02-27,92.76,111.87,108.42
2013-02-26,92.59,112.92,108.8
2013-02-25,93,114.69,109.83
2013-02-22,93.06,113.9,109.53
2013-02-21,92.78,113.97,109.79
2013-02-20,94.48,115.86,112.25
2013-02-19,96.6,117.38,111.99
2013-02-18,96.24,117.5,113.04
2013-02-15,95.88,117.55,113.1
2013-02-14,97.33,118.15,113.28
2013-02-13,97.02,118.58,113.62
2013-02-12,97.49,118.34,113.2933333
2013-02-11,97.03,118.36,112.9666667
2013-02-08,95.73,118.94,112.64
2013-02-07,95.78,117.26,112.36
2013-02-06,96.65,116.77,111.6
2013-02-05,96.65,116.77,110.58
2013-02-04,96.27,116.08,111.67
2013-02-01,97.68,116.8,110.46
2013-01-31,97.45,115.63,110.8
2013-01-30,97.94,115.08,109.62
2013-01-29,97.47,114.73,108.68
2013-01-28,96.51,113.63,108.86
2013-01-25,95.69,113.54,109.13
2013-01-24,95.54,113.86,108.28
2013-01-23,95.05,113.26,108.09
2013-01-22,96.2,112.72,107.86
2013-01-21,95.84,112.21,107.95
2013-01-18,95.48,111.85,107.14
2013-01-17,95.42,111.11,106.47
2013-01-16,94.24,110.69,106.59
2013-01-15,93.35,111,107.44
2013-01-14,94.23,111.62,106.93
2013-01-11,93.61,110.46,107.81
2013-01-10,93.82,112.56,108.09
2013-01-09,93.12,112.31,108
2013-01-08,93.2,112.48,107.29
2013-01-07,93.27,112.04,106.66
2013-01-04,93.05,112.07,107.46
2013-01-03,92.83,112.97,107.72
2013-01-02,92.99,112.93,107.61
2012-12-31,91.75,110.6,107.81
2012-12-28,90.89,110.14,107.99
2012-12-27,90.98,110.35,108.08
2012-12-26,91.01,109.425,106.8
2012-12-24,88.5,108.5,106.06
2012-12-21,88.46,108.93,106.78
2012-12-20,89.86,110.33,106.58
2012-12-19,89.49,110.72,106.31
2012-12-18,87.97,109.53,105.78
2012-12-17,87.32,108.7,105.86
2012-12-14,86.75,109.12,105.1
2012-12-13,85.97,108.7,105.66
2012-12-12,85.88,109.64,104.85
2012-12-11,85.79,107.81,104.24
2012-12-10,85.63,107.83,104.59
2012-12-07,85.9,107.08,104.68
2012-12-06,86.26,107.19,106.06
2012-12-05,87.88,109.08,107.47
2012-12-04,88.5,109.98,107.89
2012-12-03,89.12,111.18,108.44
2012-11-30,88.88,110.9,108.98
2012-11-29,87.97,110.55,107.24
2012-11-28,86.55,108.92,108.22
2012-11-27,87.24,109.62,109.06
2012-11-26,87.81,110.46,109.41
2012-11-23,87.56666667,110.93,108.73
2012-11-22,87.32333333,110.29,108.74
2012-11-21,87.08,110.57,108.54
2012-11-20,86.7,109.89,109.51
2012-11-19,89.12,111.51,108.41
2012-11-16,86.63,108.54,107.23
2012-11-15,85.34,110.03,107.32
2012-11-14,86.29,109.08,105.89
2012-11-13,85.35,108.06,106.16
2012-11-12,85.63,109.73,106.43
2012-11-09,86.05,109.05,104.81
2012-11-08,85.09,107.28,104.75
2012-11-07,84.5,107.63,108.29
2012-11-06,88.52,110.25,105.13
2012-11-05,85.76,106.94,103.41
2012-11-02,84.85,106.22,106.03
2012-11-01,86.99,108.6,106.81
2012-10-31,86.16,109.2,106.91
2012-10-30,85.6,109.18,106.85
2012-10-29,85.48,109.41,106.42
2012-10-26,86.15,109.18,106.59
2012-10-25,85.85,107.98,106.76
2012-10-24,85.48,107.66,106.6
2012-10-23,86.48,107.79,107.11
2012-10-22,88.67,109.51,108.18
2012-10-19,90.07,110.86,110.21
2012-10-18,92.08,112.3,111.4
2012-10-17,92.02,113.4,112.03
2012-10-16,92.06,114.94,111.61
2012-10-15,91.88,115.31,110.78
2012-10-12,91.84,114.82,111.3
2012-10-11,92.22,115.85,111.16
2012-10-10,91.31,115.13,110.57
2012-10-09,92.34,114.51,108.98
2012-10-08,89.54,112.21,107.73
2012-10-05,89.86,112.13,109.1
2012-10-04,91.64,111.66,106.33
2012-10-03,88,108.74,108.28
2012-10-02,91.84,111.98,109.59
2012-10-01,92.52,112.29,109.35
2012-09-28,92.1,111.69,110.56
2012-09-27,91.97,111.64,108.09
2012-09-26,89.9,109.43,107.64
2012-09-25,91.07,110.46,108.61
2012-09-24,91.83,109.4,108.17
2012-09-21,92.77,111.29,108.18
2012-09-20,92.2,109.5,105.64
2012-09-19,91.89,108.29,110.79
2012-09-18,95.31,112.58,111.76
2012-09-17,96.54,115.2,114.76
2012-09-14,98.98,116.89,115.41
2012-09-13,98.18,116.41,113.69
2012-09-12,96.91,115.69,113.93
2012-09-11,97.08,115.07,113.11
2012-09-10,96.53,114.48,112.89
2012-09-07,96.35,113.97,111.84
2012-09-06,95.24,113.91,112.09
2012-09-05,95.41,113.13,111.64
2012-09-04,95.42,114.42,113.29
2012-09-03,96.44,115.61,111.79
2012-08-31,96.44,114.47,110.33
2012-08-30,94.69,112.72,110.24
2012-08-29,95.47,112.55,109.49
2012-08-28,96.37,112.59,110.02
2012-08-27,95.53,113.675,111.82
2012-08-24,95.86,114.76,111.54
2012-08-23,95.99,116.26,113.21
2012-08-22,97.14,115.38,111.59
2012-08-21,96.62,115.36,111.61
2012-08-20,95.97,114.47,111.32
2012-08-17,96.03,114.45,111.03
2012-08-16,95.45,116.43,111.23
2012-08-15,94.28,115.76,109.29
2012-08-14,93.41,113.9,109.32
2012-08-13,92.82,113.8,108.63
2012-08-10,92.98,112.94,108.22
2012-08-09,93.38,113.37,107.545
2012-08-08,93.31,112.97,106.87
2012-08-07,93.53,112.3,106.01
2012-08-06,92.2,109.76,104.54
2012-08-03,91.36,109.33,102.45
2012-08-02,87.14,106.76,101.73
2012-08-01,88.86,106.37,101.04
2012-07-31,87.82,105.35,101.9
2012-07-30,89.75,106.31,102.38
2012-07-27,90.18,106.27,102.06
2012-07-26,89.45,105.1,100.49
2012-07-25,88.86,103.41,100.28
2012-07-24,88.44,103.47,100.39
2012-07-23,88.03,103.61,99.62
2012-07-20,91.42,106.8,103.39
2012-07-19,92.53,107.79,102.71
2012-07-18,89.84,105.45,100.89
2012-07-17,89.1,104.02,100.86
2012-07-16,88.42,103.59,98.84
2012-07-13,87.17,102.38,97.68
2012-07-12,85.97,100.31,97.04
2012-07-11,85.93,99.69,96.44
2012-07-10,83.93,98.56,96.41
2012-07-09,85.87,100.2,96.76
2012-07-06,84.33,98.33,97.59
2012-07-05,87.07,101.24,97.96
2012-07-04,87.345,99.66,97.17
2012-07-03,87.62,100.56,95.29
2012-07-02,83.68,96.48,93.72
